1,52d34f37a3e2ce48109f2c38116da4101abf0634f256108d574c02a05d8c9085
2,7ad1ec5d6aa83e315cff3a7eaf09cd75973bf6526036e55373dd01c484f5ac99
3,36d78d5c66a184a831f8f00c3e68672ba77ef79e34dedc00df7e34491bd92b63
4,d91575b2a5ca1d67229d2fed784b09d83cce6ec406f5ea5e29a676dee5c80f28
5,c025d2f26b5d62b44ff1700cc9b526dd6ac7ce093a0f78ff29481aa86fd2fb79
6,10d14151f57d4b93e8ce8ae63ff6b094e8cd5d35b75ebcc723d02c66dec195d6
7,c127dccc115586fb3588d335ed0f8c46ad340870722a9aa279e1c539b4398415
8,f52175418f97e5627876b37be7b805323a8ce1b315df2054fa5f827e0a1ef603
9,acabc583db7489f79846956821be1b9736078b197527b519e1d220dea0171752
10,47aa79d3a70bdc30927b5f3da281862eeffdf7f08f5d6b0260b4573921979ce8
11,f71c1a6d6931751fcac946d9ba17fe02dec20b861c80b8ea6082b0fc5de60393
12,483654b57492309e3f165f9671b5bc3d33120f053a3f8eb176f4350daa5733f5
13,53ec0fbfaedd554f5677bf573ba23a7576f9b3d158d710ab0157c2f26f4c168a
14,009731b20385547d9ac8e817b8fad1c552a58049c398ae2ae2e14e23c00ff17d
15,d4a300abb35e4c5efcd79169f98fbf9d824683216f6bf43693139ca4f123db81
16,bcac485574e21f2f5498b3a75d98aceb0dfe520926919ab55aa35d6b32f48252
17,1ce0196760408e039c39d743770432c29a14993a24342c0aad581d1a446cc752
18,974da197f75fb2ee0ed6ce010ac938955e75065ed9a9f17f4540b8f4705fde8f
19,4d5499256fb4fa85b8beb1202324652794bb93e69f3c6390d75efdd0c81ccf41
20,96b8fe51ef2fc1f6e6114e70c12cf0d9a06eece829bff323707a69bc8d4aa31a
21,8e25715dab7ce23e35d668c6d2623622dda7e1b99cd7d7803bfe4b7684e3b787
22,1ef92b84ed51b43dd6497be5e4b7d0fa953fb2722a29215c5d299fce66a54b27
23,ea25028eb4700e9e459fae0c0354d8b1b74011e3f43bc35d02d788d95e77a8d8
24,6752b31d19a178b43489028b4121898ee8fff8b2a93921ee828b1e8980b10075
25,d7b5a8d45cf1131ba21afc34dc11f179f66320c65e66a184166c379dc548f052
26,36ac1ce1a011a1e7a0f4ff462ff4a495ba880bb1a8848305f4ebfd06f4bf134f
27,89ab2ced89173956e2a9da5caae4389aa52305f40f909fe62549b1d776b3cd16
28,ef32238d662ac76424ef5aa741da3f77dae2063574a176a605f70d380a9ae253
29,86803d5ca79da8d0a2d5a99162a2479c0f47e1ea6944ccbd29f1a63a776e73af
30,7641dec660d7de15867f95d078d74e312fb24e94a1cd6c921aba6019375d760f
31,de1a4ca9084824e7ae887f69ba11f8ae73534ef02898781c18b34ca3e8ba3438
32,bc81b07c20295095f798983a16c2cdaec90a73cc946add215930f660b711186d
33,d7ce1f19c6b71dfd124d5bd28dc56b461b479ea7f8aee5ad4bd4b56cfdad54e5
34,30e57088f3728dab0460074e58d6e3bf2cd50358933b5709a72bb632c4008c7d
35,1392ec3f3e69429d0668fc9eb964e6e859550238657a9e781c63c9a33eb85380
36,3ef2a4489ee593be7a8c818d161ffe5d1420c924e94d32ec9afab5ed3efae192
37,6c8e6c97439339d0d2e4a100cac6c3c6e4bc1ff9ade95a4676305e737f9ee04c
38,5b2f374b466183c1c5989fc49406bef4afadb533f1a6a54ac31a5a30f8437eb7
39,66fb790bd81ee215380e29e90d1ba26281fc9d80ca5800443b819e2de89f8611
40,e4d1497b6bed2ad0d0f056d76b68f4fc31c7dfd18820b3ffdd9ac1ebcf52733d
41,2e7a8a643b8fdb17b0ad8db2d3f70532bfb4a423244da933362f5bc0b259208b
42,b817a95944538cac73d2e20ab74a3348494bca97766156f179b4ff6ead07209b
43,754bcf4ec9cfc44d1c622f0e26c6e9ddae99ddb40d7138e6dada86ba4a1a43ef
44,75e0f366109f53a3b1bf557cb02278e632a3775b293589efe19e554a49633e9b
45,dde7d1109d13b131ce12e8f5bfa4a7efc4a288f0f611a88626a231d48e35c73b
46,0c6fa6f4c33ec1cc4a6ecf341921f5e1ec0063d89790bfdcbc07b57099704431
47,b4fe294794baec06b0e9e283a14273f926ce7ce6e23213a29168a67ccc66ca09
48,2203134348d8333198811b8dc47c52919b81f86d68ec794093dca35d230c725b
49,083aebb967a10940a6a3355db3d760f2ae67c11532918644cf294c594d6959ef
50,122b2dc6a020407f1071330f121023106fc7e45d29b94b957f5ba8a60fefc551
51,6082dedbd0872c8a2b85b548cd10a9fd5a356c32b73e2f5039a3d3b227140ed9
52,8b2d8d539af1a273e97e2382d2b4e21ab8beb2040fb43bf892abab5971952cf6
53,f6e20649797d85fc8c93ccc32d44f4252f6dec0ed12e691f85dd94a49e3d0013
54,984df87e0840c97880c03de8a817b42e1a0aa2b443ede3164455de54faa492c1
55,6d1e13b2fa2c9f259cc1299e59291a7f556f36aa67fe48bdd5cac9a4bf7317b4
56,d44e1b3383cb7d60c64fe3aab69ea978d6631ffa347a89254e131ab3b71d41c0
57,d2a4d9f2ec7f6af67aca4f6d12ec0d53dcfc1f580c6ea896ef798357912c10c3
58,f59a75c214ec5e7c5cff2a3932f27fb86961f2c9e9f0c4cc6108db65357d8639
59,ea55843c38426d16db5687a7e3adb07c4158ee4b324882020042d93ca0495d2c
60,d8d99e4fc740a53f4a025f69b2da8173e8774017d728bc2e4c1562bc1b9aa792
61,9db7d9825e858c7282e8dae2553c52f9282bf79bfe80b0d02537b1e247e39813
62,4560b3cc578c147b3cda4943ae4111a8c2307ff2c30ee643065d394c8886252c
63,2470c741bea4eba9525ef3017aa16e53311d14d72a9c2ab67c24aa80c6277f60
64,ccb8f83710d909876ed51efc1bc64247a1b78303dc59b93cc711e07b5f3c8b28
65,c38e3bcd74d1bd3364aaac60179298d9355e8d3bf29688818526dde3bf3a84cb
66,7e31ba667644f25253d9a7e995cab67e53498bf4fdbbfd447b1754fe88b7fb81
67,3175e00b9aab071a499972a6ef09b4a8cada5558d844785db95d9a4bb7adeae2
68,9c8cce613303f3276be751d4e4ce5c24a5769684ca61e6106f714c8b596542a4
69,ae58d7481bb177022458f945363dceb97848f1d84a4e09a1b9848013a9f06da2
70,0d53c2ba6a7edd604f22e74b4e01ceaf584f139acde7c8904ce8034fdbebf659
71,f6e4225ac55a38c48d96cf52a705dadf2de3eb07986e1ae06de57411d7e15291
72,b7f18b3ea6595080c0680086390772d5cf4bef9e83e3dcedb0cf53d3d9de8dd0
73,6b6235338601fc2b947ab3ac8d3837e5962ad11566cfb8592d37b77f07428023
74,0b8d703e1532633a115456f90e8a939b3cf3a2ba5d1c66025d9f12090b54a0a6
